"","age","sex","race","hispanic","educ","income","born","relig","relig16","owngun","hunt","marital","happy","eatmeat","recycle","health","life"
"406",68,"female","white","not hispanic",12,65588,"yes","protestant","protestant","yes","yes, respondent does","widowed","very happy",4,"never","good","exciting"
"407",52,"female","white","not hispanic",20,73939,"yes","catholic","catholic","yes","yes, spouse does","married","pretty happy",2,"always","excellent","routine"
"408",74,"female","white","not hispanic",16,32767,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","exciting"
"409",56,"male","black","not hispanic",17,12448,"no","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","routine"
"410",88,"male","white","not hispanic",16,88993,"yes","protestant","protestant","yes","yes, respondent does","married","very happy",7,"always","excellent","exciting"
"411",71,"female","white","not hispanic",13,113903,"yes","none","catholic","yes","yes, spouse does","married","very happy",1,"always","fair","routine"
"412",31,"female","white","not hispanic",16,48053,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","exciting"
"413",62,"female","white","not hispanic",15,112348,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"often","good","routine"
"414",74,"female","white","not hispanic",12,58304,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","fair","routine"
"415",21,"male","white","not hispanic",12,45528,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","not too happy",3,"recycling not available where i live","fair","routine"
"416",56,"female","white","not hispanic",14,31628,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","exciting"
"417",79,"female","white","not hispanic",14,52406,"yes","protestant","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",0,"always","good","exciting"
"418",42,"female","white","not hispanic",16,91988,"yes","other","catholic","yes","yes, spouse does","married","pretty happy",5,"always","excellent","exciting"
"419",88,"female","white","not hispanic",12,12468,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","pretty happy",3,"always","good","routine"
"420",86,"female","white","not hispanic",17,47,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","not too happy",3,"always","good","routine"
"421",37,"female","white","not hispanic",20,56658,"yes","catholic","catholic","yes","yes, spouse does","married","pretty happy",0,"always","excellent","exciting"
"422",65,"female","white","not hispanic",15,80622,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","pretty happy",1,"always","excellent","exciting"
"423",47,"female","white","not hispanic",16,13997,"yes","none","catholic","yes","yes, respondent does","divorced","not too happy",7,"always","fair","dull"
"424",53,"male","white","not hispanic",12,109876,"yes","none","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","fair","routine"
"425",78,"female","white","not hispanic",18,106732,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","very happy",4,"always","excellent","routine"
"426",41,"female","white","not hispanic",16,65528,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","very happy",2,"always","excellent","routine"
"427",64,"male","white","not hispanic",12,68020,"yes","none","catholic","no","no, neither r nor spouse hunts","married","not too happy",4,"always","fair","exciting"
"428",89,"female","white","not hispanic",13,25902,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","not too happy",1,"always","fair","routine"
"429",40,"female","white","not hispanic",20,105732,"yes","none","catholic","yes","no, neither r nor spouse hunts","never married","not too happy",1,"often","good","routine"
"430",48,"female","white","not hispanic",14,95758,"yes","none","catholic","no","no, neither r nor spouse hunts","divorced","not too happy",2,"always","fair","routine"
"431",46,"male","white","not hispanic",18,65852,"yes","catholic","catholic","yes","yes, respondent does","married","pretty happy",4,"always","good","exciting"
"432",77,"female","white","not hispanic",14,119315,"yes","catholic","catholic","no","no, neither r nor spouse hunts","widowed","very happy",0,"always","excellent","exciting"
"433",61,"female","white","not hispanic",16,43850,"yes","catholic","protestant","no","no, neither r nor spouse hunts","married","very happy",3,"always","excellent","routine"
"434",68,"female","white","not hispanic",16,74677,"yes","none","catholic","no","no, neither r nor spouse hunts","separated","pretty happy",2,"often","good","routine"
"435",67,"male","white","hispanic",13,110807,"yes","protestant","protestant","yes","yes, respondent does","married","very happy",5,"recycling not available where i live","good","exciting"
"436",67,"female","white","not hispanic",18,18023,"yes","protestant","protestant","no","yes, respondent does","widowed","not too happy",1,"recycling not available where i live","fair","routine"
"437",56,"male","white","not hispanic",18,107322,"yes","other","catholic","yes","yes, respondent does","separated","pretty happy",1,"always","excellent","exciting"
"438",24,"female","white","not hispanic",17,98288,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","routine"
"439",37,"female","white","not hispanic",16,89124,"yes","protestant","catholic","yes","no, neither r nor spouse hunts","never married","pretty happy",1,"always","excellent","routine"
"440",32,"male","white","not hispanic",16,8562,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","not too happy",4,"often","fair","routine"
"441",59,"female","white","not hispanic",16,111037,"yes","protestant","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"442",78,"female","white","not hispanic",14,39165,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","not too happy",2,"always","good","routine"
"443",60,"male","white","not hispanic",18,80257,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","exciting"
"444",54,"female","white","not hispanic",18,44944,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","pretty happy",4,"always","excellent","routine"
"445",59,"female","white","not hispanic",16,113497,"yes","protestant","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"446",70,"female","white","not hispanic",13,42890,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",3,"sometimes","fair","routine"
"447",29,"female","black","not hispanic",12,770,"no","catholic","catholic","no","no, neither r nor spouse hunts","separated","very happy",7,"always","excellent","exciting"
"448",65,"female","white","not hispanic",16,46894,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",6,"always","good","routine"
"449",52,"female","white","not hispanic",18,61269,"yes","protestant","catholic","yes","no, neither r nor spouse hunts","married","very happy",3,"always","excellent","exciting"
"450",33,"male","white","not hispanic",11,93360,"yes","none","none","no","no, neither r nor spouse hunts","married","not too happy",4,"always","fair","routine"
"451",40,"female","white","not hispanic",16,30130,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","not too happy",4,"always","excellent","routine"
"452",25,"female","white","not hispanic",16,21446,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","not too happy",6,"often","poor","dull"
"453",37,"male","white","not hispanic",20,14186,"yes","other","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",5,"recycling not available where i live","fair","routine"
"454",42,"female","white","not hispanic",16,44374,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","routine"
"455",26,"male","white","not hispanic",12,99084,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","not too happy",0,"recycling not available where i live","excellent","routine"
"456",55,"male","white","not hispanic",14,24390,"yes","none","catholic","yes","yes, respondent does","divorced","not too happy",0,"always","good","dull"
"457",35,"female","white","not hispanic",12,56952,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"often","good","routine"
"458",43,"female","white","not hispanic",14,114647,"yes","other","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",5,"never","good","routine"
"459",60,"male","white","not hispanic",12,68121,"yes","none","none","yes","no, neither r nor spouse hunts","never married","not too happy",7,"often","good","routine"
"460",59,"female","white","not hispanic",12,24630,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",7,"always","good","exciting"
"461",81,"female","white","not hispanic",12,24428,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","not too happy",2,"recycling not available where i live","fair","routine"
"462",38,"female","white","not hispanic",18,80145,"yes","protestant","none","yes","yes, both do","married","pretty happy",6,"sometimes","good","routine"
"463",51,"female","white","not hispanic",19,100567,"yes","none","protestant","yes","no, neither r nor spouse hunts","never married","not too happy",1,"always","good","routine"
"464",63,"female","white","not hispanic",13,12025,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",5,"never","good","routine"
"465",50,"male","white","not hispanic",16,67552,"yes","other","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",1,"never","good","exciting"
"466",32,"female","white","not hispanic",18,83307,"no","none","none","no","no, neither r nor spouse hunts","never married","pretty happy",0,"often","good","routine"
"467",67,"male","white","not hispanic",12,55130,"yes","none","none","yes","no, neither r nor spouse hunts","married","pretty happy",6,"never","fair","routine"
"468",67,"female","white","not hispanic",14,9106,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",3,"always","fair","routine"
"469",58,"female","white","hispanic",12,24807,"yes","protestant","protestant","yes","yes, respondent does","widowed","pretty happy",2,"always","poor","dull"
"470",28,"female","white","not hispanic",16,44231,"no","protestant","catholic","yes","no, neither r nor spouse hunts","married","very happy",1,"always","excellent","exciting"
"471",58,"male","white","not hispanic",12,82078,"yes","none","protestant","yes","yes, respondent does","married","pretty happy",5,"never","good","exciting"
"472",22,"female","white","not hispanic",15,1511,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","not too happy",5,"recycling not available where i live","poor","dull"
"473",65,"female","white","not hispanic",12,67000,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","routine"
"474",64,"male","black","not hispanic",15,830,"yes","protestant","protestant","no","no, neither r nor spouse hunts","separated","very happy",1,"sometimes","fair","exciting"
"475",35,"female","black","not hispanic",13,10920,"yes","catholic","other","no","no, neither r nor spouse hunts","never married","pretty happy",5,"often","good","dull"
"476",41,"male","white","not hispanic",18,93616,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","not too happy",5,"recycling not available where i live","fair","routine"
"477",34,"female","white","not hispanic",18,55103,"yes","catholic","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",1,"recycling not available where i live","excellent","exciting"
"478",20,"male","black","not hispanic",12,2743,"yes","protestant","none","no","no, neither r nor spouse hunts","never married","pretty happy",2,"sometimes","excellent","exciting"
"479",57,"male","white","not hispanic",12,65553,"yes","catholic","catholic","yes","yes, respondent does","divorced","pretty happy",5,"sometimes","fair","exciting"
"480",63,"male","other","not hispanic",17,48205,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",5,"always","good","exciting"
"481",59,"male","other","hispanic",13,12917,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","exciting"
"482",38,"female","black","not hispanic",15,13059,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","not too happy",2,"recycling not available where i live","fair","routine"
"483",36,"female","white","not hispanic",17,63070,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"often","good","routine"
"484",60,"male","black","not hispanic",10,12495,"yes","protestant","none","no","no, neither r nor spouse hunts","widowed","pretty happy",1,"never","fair","exciting"
"485",31,"female","black","not hispanic",16,110532,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",3,"recycling not available where i live","fair","routine"
"486",33,"female","white","not hispanic",12,74019,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"often","poor","routine"
"487",39,"female","white","not hispanic",16,10105,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",4,"never","good","routine"
"488",51,"male","white","not hispanic",17,107467,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","routine"
"489",55,"female","white","not hispanic",12,77976,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",7,"sometimes","good","routine"
"490",36,"female","white","not hispanic",18,37955,"yes","other","none","yes","yes, spouse does","married","pretty happy",2,"often","good","routine"
"491",26,"female","black","not hispanic",16,104684,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",7,"sometimes","good","exciting"
"492",33,"female","white","not hispanic",16,46850,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",3,"sometimes","good","routine"
"493",64,"male","white","not hispanic",12,15655,"yes","protestant","protestant","yes","yes, respondent does","divorced","pretty happy",4,"never","fair","exciting"
"494",62,"female","white","not hispanic",18,52746,"yes","catholic","catholic","no","no, neither r nor spouse hunts","widowed","very happy",5,"always","good","exciting"
"495",54,"male","white","not hispanic",18,61966,"no","protestant","none","yes","no, neither r nor spouse hunts","married","very happy",3,"always","excellent","exciting"
"496",53,"male","white","not hispanic",14,81109,"yes","other","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","excellent","exciting"
"497",73,"male","white","not hispanic",12,23324,"yes","protestant","protestant","yes","yes, respondent does","married","pretty happy",5,"often","good","exciting"
"498",75,"female","white","not hispanic",20,42325,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",0,"sometimes","good","exciting"
"499",29,"male","white","hispanic",16,35376,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","not too happy",1,"sometimes","good","exciting"
"500",59,"female","white","not hispanic",16,101308,"no","none","catholic","no","no, neither r nor spouse hunts","married","very happy",3,"always","excellent","exciting"
"501",69,"female","white","not hispanic",12,13942,"yes","protestant","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",5,"never","fair","routine"
"502",37,"female","black","not hispanic",20,37871,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",7,"always","good","exciting"
"503",88,"female","white","hispanic",12,117173,"no","catholic","catholic","yes","no, neither r nor spouse hunts","widowed","pretty happy",7,"often","good","exciting"
"504",72,"male","white","not hispanic",15,25823,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","not too happy",4,"always","fair","dull"
"505",63,"female","white","not hispanic",18,86058,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",5,"sometimes","excellent","routine"
"506",50,"male","white","not hispanic",18,113837,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","pretty happy",3,"always","good","exciting"
"507",75,"male","white","not hispanic",18,70176,"yes","protestant","protestant","yes","yes, respondent does","separated","pretty happy",2,"always","poor","exciting"
"508",42,"female","white","hispanic",18,86718,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",7,"often","good","routine"
"509",46,"female","other","hispanic",12,16816,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"sometimes","good","routine"
"510",75,"male","white","not hispanic",13,110144,"yes","catholic","catholic","no","yes, both do","married","very happy",3,"sometimes","good","exciting"
"511",28,"male","white","hispanic",16,99021,"yes","none","catholic","yes","no, neither r nor spouse hunts","never married","pretty happy",5,"sometimes","good","routine"
"512",63,"female","white","not hispanic",14,113586,"no","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",1,"never","good","routine"
"513",26,"male","white","hispanic",16,104570,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","very happy",7,"recycling not available where i live","excellent","exciting"
"514",48,"male","other","hispanic",16,37052,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",4,"sometimes","good","routine"
"515",68,"male","white","hispanic",12,18598,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","not too happy",2,"always","fair","exciting"
"516",40,"male","other","hispanic",13,33894,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","not too happy",2,"sometimes","fair","exciting"
"517",29,"male","white","not hispanic",18,119453,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",1,"always","good","exciting"
"518",70,"female","white","not hispanic",18,70977,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",2,"often","excellent","exciting"
"519",72,"female","white","not hispanic",18,97531,"yes","protestant","catholic","no","no, neither r nor spouse hunts","married","very happy",5,"always","excellent","exciting"
"520",73,"male","white","not hispanic",17,26580,"yes","protestant","protestant","yes","yes, respondent does","married","very happy",2,"never","good","exciting"
"521",36,"female","white","not hispanic",16,81737,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"522",57,"female","white","not hispanic",12,9081,"yes","none","catholic","no","no, neither r nor spouse hunts","widowed","not too happy",1,"always","fair","routine"
"523",32,"male","black","hispanic",17,15218,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"sometimes","good","routine"
"524",42,"female","white","not hispanic",18,51040,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"525",29,"male","white","not hispanic",12,22870,"yes","none","none","yes","no, neither r nor spouse hunts","divorced","not too happy",1,"always","poor","dull"
"526",58,"female","white","not hispanic",8,12132,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"sometimes","good","dull"
"527",22,"male","white","not hispanic",15,35908,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",4,"sometimes","good","exciting"
"528",69,"male","white","not hispanic",18,97740,"yes","none","protestant","yes","yes, respondent does","divorced","very happy",2,"often","excellent","exciting"
"529",34,"male","white","not hispanic",13,44087,"yes","none","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",3,"always","good","routine"
"530",38,"male","white","not hispanic",20,94894,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",1,"often","good","exciting"
"531",41,"male","black","not hispanic",16,61078,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",3,"always","good","routine"
"532",53,"female","other","hispanic",14,86905,"yes","protestant","catholic","yes","yes, spouse does","married","pretty happy",2,"sometimes","excellent","routine"
"533",39,"female","white","not hispanic",18,103199,"yes","other","catholic","yes","no, neither r nor spouse hunts","married","not too happy",2,"always","fair","routine"
"534",47,"male","other","hispanic",14,46691,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",2,"always","fair","routine"
"535",26,"female","black","not hispanic",16,23311,"yes","none","none","no","no, neither r nor spouse hunts","never married","pretty happy",0,"never","good","routine"
"536",59,"male","white","not hispanic",12,44790,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","exciting"
"537",57,"female","white","not hispanic",9,75515,"yes","none","none","yes","no, neither r nor spouse hunts","widowed","pretty happy",4,"always","fair","routine"
"538",73,"male","white","not hispanic",14,38892,"yes","none","catholic","yes","no, neither r nor spouse hunts","widowed","not too happy",5,"often","good","exciting"
"539",53,"male","white","not hispanic",16,89873,"yes","protestant","catholic","yes","no, neither r nor spouse hunts","married","very happy",0,"always","excellent","exciting"
"540",48,"female","black","not hispanic",16,54155,"yes","protestant","protestant","no","yes, respondent does","never married","pretty happy",3,"never","fair","exciting"
"541",80,"male","white","not hispanic",12,110697,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","divorced","pretty happy",6,"always","good","routine"
"542",51,"male","black","not hispanic",18,77380,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",4,"sometimes","good","routine"
"543",39,"female","white","hispanic",12,119631,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","not too happy",6,"always","good","routine"
"544",38,"male","white","not hispanic",16,62128,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","excellent","exciting"
"545",76,"female","black","not hispanic",14,77900,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",0,"sometimes","good","routine"
"546",44,"female","white","hispanic",11,5067,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",3,"always","poor","exciting"
"547",67,"male","white","not hispanic",20,38987,"no","protestant","protestant","no","no, neither r nor spouse hunts","divorced","very happy",2,"always","excellent","exciting"
"548",46,"female","white","hispanic",16,72983,"yes","other","catholic","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","excellent","exciting"
"549",69,"female","white","not hispanic",12,11191,"yes","catholic","other","no","no, neither r nor spouse hunts","never married","very happy",1,"always","good","exciting"
"550",50,"female","other","not hispanic",12,9782,"no","other","other","no","no, neither r nor spouse hunts","divorced","very happy",2,"always","good","exciting"
"551",43,"female","white","hispanic",16,51336,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",7,"always","fair","routine"
"552",68,"male","white","not hispanic",14,35316,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","pretty happy",0,"always","fair","exciting"
"553",64,"male","white","not hispanic",14,57668,"no","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","exciting"
"554",24,"female","white","not hispanic",16,98135,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","very happy",0,"always","excellent","exciting"
"555",27,"male","white","hispanic",16,64267,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","pretty happy",5,"always","excellent","exciting"
"556",53,"female","white","not hispanic",17,100927,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",0,"recycling not available where i live","good","exciting"
"557",77,"male","white","not hispanic",16,57643,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","pretty happy",4,"always","fair","routine"
"558",28,"male","white","hispanic",17,111883,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","routine"
"559",42,"female","other","not hispanic",17,109330,"no","other","other","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","exciting"
"560",69,"female","black","not hispanic",18,30212,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",1,"always","fair","routine"
"561",55,"female","white","not hispanic",16,79946,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",4,"always","good","routine"
"562",89,"male","white","not hispanic",12,12573,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",3,"always","fair","routine"
"563",40,"male","white","not hispanic",16,69086,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","not too happy",2,"always","excellent","routine"
"564",61,"female","white","not hispanic",20,62723,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","not too happy",3,"often","poor","dull"
"565",44,"female","white","hispanic",13,94793,"no","none","catholic","no","no, neither r nor spouse hunts","married","not too happy",2,"always","fair","routine"
"566",69,"male","white","not hispanic",20,34681,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","very happy",0,"always","good","routine"
"567",34,"male","white","hispanic",12,66020,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",3,"often","good","routine"
"568",63,"female","white","not hispanic",12,46643,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","excellent","routine"
"569",71,"female","white","not hispanic",16,112455,"yes","none","none","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","good","exciting"
"570",23,"female","white","not hispanic",16,41912,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",7,"always","excellent","routine"
"571",34,"female","white","hispanic",12,63418,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","not too happy",3,"always","good","routine"
"572",55,"male","white","not hispanic",18,109223,"yes","jewish","jewish","yes","no, neither r nor spouse hunts","married","pretty happy",5,"always","excellent","exciting"
"573",41,"male","other","not hispanic",17,51679,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"often","excellent","exciting"
"574",67,"male","black","not hispanic",20,38520,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",1,"always","fair","exciting"
"575",64,"male","white","not hispanic",17,56852,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","not too happy",0,"always","good","dull"
"576",30,"male","other","not hispanic",14,11118,"no","catholic","catholic","no","no, neither r nor spouse hunts","never married","not too happy",3,"often","fair","routine"
"577",59,"female","white","not hispanic",13,102731,"yes","protestant","none","no","no, neither r nor spouse hunts","divorced","pretty happy",5,"often","excellent","exciting"
"578",73,"female","other","not hispanic",16,43777,"yes","none","none","no","no, neither r nor spouse hunts","widowed","pretty happy",1,"always","good","routine"
"579",64,"male","other","not hispanic",17,107209,"yes","other","other","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"580",67,"female","white","not hispanic",12,95647,"yes","protestant","protestant","yes","yes, spouse does","married","pretty happy",1,"always","fair","exciting"
"581",54,"male","white","not hispanic",16,26715,"yes","none","protestant","yes","no, neither r nor spouse hunts","widowed","pretty happy",0,"always","excellent","exciting"
"582",28,"male","black","not hispanic",16,73301,"no","protestant","protestant","no","no, neither r nor spouse hunts","never married","not too happy",1,"often","good","routine"
"583",23,"female","white","not hispanic",16,12655,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","not too happy",1,"always","good","dull"
"584",26,"male","white","not hispanic",16,42668,"yes","none","protestant","no","yes, respondent does","never married","pretty happy",5,"always","good","exciting"
"585",37,"female","black","hispanic",17,118424,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",1,"always","good","exciting"
"586",65,"female","white","not hispanic",12,57531,"yes","protestant","none","yes","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","exciting"
"587",31,"female","black","not hispanic",10,1218,"yes","protestant","none","yes","no, neither r nor spouse hunts","never married","not too happy",1,"never","good","routine"
"588",34,"male","white","hispanic",16,57027,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",3,"always","good","routine"
"589",34,"male","white","not hispanic",19,73473,"yes","none","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","routine"
"590",24,"female","white","not hispanic",16,15816,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","not too happy",3,"sometimes","good","routine"
"591",72,"female","white","not hispanic",16,112328,"yes","none","catholic","no","no, neither r nor spouse hunts","widowed","pretty happy",2,"always","good","exciting"
"592",40,"male","other","not hispanic",14,9553,"yes","none","catholic","no","yes, respondent does","never married","not too happy",2,"never","excellent","dull"
"593",58,"female","white","not hispanic",8,77574,"yes","other","none","no","no, neither r nor spouse hunts","married","very happy",7,"always","poor","exciting"
"594",26,"female","other","hispanic",12,30222,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","exciting"
"595",77,"male","white","not hispanic",12,59568,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"always","fair","exciting"
"596",74,"female","white","not hispanic",14,7793,"yes","other","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",1,"always","fair","exciting"
"597",55,"female","white","not hispanic",12,77918,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",2,"recycling not available where i live","good","routine"
"598",67,"female","white","not hispanic",16,98471,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"recycling not available where i live","good","routine"
"599",40,"male","white","hispanic",13,94223,"yes","protestant","catholic","no","no, neither r nor spouse hunts","married","very happy",5,"sometimes","excellent","exciting"
"600",55,"female","white","not hispanic",18,26600,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",1,"often","good","routine"
"601",58,"male","white","not hispanic",15,53710,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","divorced","pretty happy",5,"never","good","routine"
"602",40,"male","white","not hispanic",16,93149,"yes","none","none","no","no, neither r nor spouse hunts","married","very happy",2,"always","good","exciting"
"603",66,"male","black","not hispanic",18,9641,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"never","good","exciting"
"604",65,"male","white","not hispanic",14,46068,"yes","jewish","jewish","yes","no, neither r nor spouse hunts","married","pretty happy",7,"sometimes","good","exciting"
"605",70,"male","white","not hispanic",14,77101,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",5,"always","fair","routine"
"606",57,"female","white","not hispanic",9,2409,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",1,"always","poor","routine"
"607",74,"male","white","not hispanic",14,49756,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","excellent","routine"
